id,vote_id,winner_id,loser_id,winner_text,loser_text,response_time_s
r7,4429867,237289,237367,Sciences Po (Institut Etudes Politiques de Paris),University Of Akron,2.056
r3,4429868,237261,237313,University Of California-San Diego,University Of Kansas,4.018
r7,4429869,237330,237353,University Of New Hampshire,Brigham Young University,2.031
r7,4429870,237297,237351,State University Of New York At Binghamton,Kent State University Main Campus,2.358
r3,4429871,237287,237359,University of Pittsburgh,Oklahoma State University Main Campus,3.033
r3,4429872,237264,237366,University Of Maryland College Park,University Of Oklahoma Norman Campus,2.177
r3,4429873,237338,237332,University of Central Florida,University Of Delaware,1.834
r3,4429874,237241,237270,Stanford University,City University Of New York Grad. Center,1.614
r7,4429876,237326,237299,University of Victoria,State University Of New York At Buffalo,2.824
r7,4429877,237325,237307,Simon Fraser University,Texas A & M University,1.949
r7,4429878,237323,237301,University Of Miami,Temple University,3.67
r7,4429879,237238,237348,University Of Chicago,University of Leeds,1.118
r7,4429880,237275,237300,University Of Iowa,Florida State University,2.081
r7,4429881,237241,237283,Stanford University,Boston University,2.162
r7,4429882,237260,237344,Rutgers The State University Of New Jersey New Brunswick Campus,University of York,1.686
r7,4429883,237310,237342,University of North Carolina at Charlotte,Georgia State University,2.738
r7,4429884,237266,237354,University Of California-Santa Barbara,Southern Illinois University Carbondale,2.021
r7,4429885,237297,237353,State University Of New York At Binghamton,Brigham Young University,1.465
r7,4429886,237304,237368,University Of Georgia,Western Michigan University,1.448
r7,4429887,237293,237282,Arizona State University,University Of Oregon,4.818
r7,4429888,237238,237330,University Of Chicago,University Of New Hampshire,1.087
r7,4429889,237263,237271,University Of Massachusetts Amherst,State University Of New York At Stony Brook,4.707
r7,4429890,237288,237286,University Of California-Santa Cruz,University Of California-Riverside,2.819
r7,4429891,237249,237304,Cornell University,University Of Georgia,2.068
r7,4429892,237308,237288,Australian National University,University Of California-Santa Cruz,1.523
r7,4429893,237286,237367,University Of California-Riverside,University Of Akron,1.419
r7,4429894,237242,237309,University Of North Carolina At Chapel Hill,McMaster University,1.774
r8,4429895,237277,237308,University Of Southern California,Australian National University,1.953
r7,4429896,237280,237302,Emory University,Tulane University,3.368
r7,4429897,237286,237338,University Of California-Riverside,University of Central Florida,1.407
r8,4429898,237267,237348,Brown University,University of Leeds,3.165
r8,4429899,237247,237333,New York University,Fordham University,1.392
r7,4429900,237343,237331,University of Alberta,Bowling Green State University,2.763
r8,4429901,237243,237353,Columbia University In The City Of New York,Brigham Young University,1.67
r7,4429902,237304,237341,University Of Georgia,University of South Florida,2.294
r8,4429903,237292,237334,Rice University,Case Western Reserve University,2.12
r7,4429904,237334,237361,Case Western Reserve University,Dalhousie University,3.717
r8,4429905,237242,237241,University Of North Carolina At Chapel Hill,Stanford University,3.126
r7,4429906,237267,237260,Brown University,Rutgers The State University Of New Jersey New Brunswick Campus,2.363
r8,4429907,237310,237304,University of North Carolina at Charlotte,University Of Georgia,1.857
r7,4429908,237336,237347,Queen's University,University Of Tennessee,3.173
r8,4429909,237297,237341,State University Of New York At Binghamton,University of South Florida,5.603
r7,4429910,237348,237325,University of Leeds,Simon Fraser University,2.519
r8,4429911,237255,237355,Ohio State University Main Campus,Mississippi State University,3.054
r8,4429913,237310,237263,University of North Carolina at Charlotte,University Of Massachusetts Amherst,4.412
r7,4429914,237248,237366,Indiana University At Bloomington,University Of Oklahoma Norman Campus,1.628
r8,4429915,237240,237345,University Of California-Los Angeles,Kansas State University,1.275
r8,4429916,237236,237277,University Of Wisconsin-Madison,University Of Southern California,1.468
r7,4429917,237372,237298,University of Durham,University Of California-San Francisco,3.073
r8,4429918,237289,237372,Sciences Po (Institut Etudes Politiques de Paris),University of Durham,2.078
r7,4429919,237280,237369,Emory University,University of Nottingham,2.393
r8,4429920,237290,237282,University Of Connecticut,University Of Oregon,1.748
r7,4429921,237241,237277,Stanford University,University Of Southern California,1.36
r8,4429924,237237,237359,Princeton University,Oklahoma State University Main Campus,1.346
r7,4429925,237260,237299,Rutgers The State University Of New Jersey New Brunswick Campus,State University Of New York At Buffalo,2.905
r8,4429926,237275,237336,University Of Iowa,Queen's University,1.778
r7,4429927,237297,237301,State University Of New York At Binghamton,Temple University,1.565
r8,4429928,237363,237330,University Of North Texas,University Of New Hampshire,2.816
r7,4429929,237341,237324,University of South Florida,George Mason University,2.611
r7,4429930,237357,237363,"National University of Ireland, Galway.",University Of North Texas,2.419
r7,4429931,237240,237235,University Of California-Los Angeles,University Of Michigan-Ann Arbor,2.272
r7,4429932,237284,237351,Boston College,Kent State University Main Campus,1.748
r7,4429933,237269,237274,Vanderbilt University,University Of Illinois At Chicago,2.26
r7,4429934,237335,237329,University of Western Ontario,University of Essex,1.865
r7,4429935,237313,237307,University Of Kansas,Texas A & M University,2.056
r8,4429936,237339,237333,University Of New Mexico Main Campus,Fordham University,19.027
r7,4429937,237320,237329,University of Cincinnati,University of Essex,2.552
r7,4429938,237347,237355,University Of Tennessee,Mississippi State University,1.582
r7,4429939,237280,237311,Emory University,Iowa State University,1.971
r7,4429940,237246,237348,Duke University,University of Leeds,1.3
r7,4429941,237339,237346,University Of New Mexico Main Campus,University Of Kentucky,2.567
r7,4429942,237339,237301,University Of New Mexico Main Campus,Temple University,1.84
r7,4429943,237265,237325,University Of Notre Dame,Simon Fraser University,1.952
r7,4429944,237234,237299,University Of California-Berkeley,State University Of New York At Buffalo,1.77
r7,4429945,237306,237301,North Carolina State University,Temple University,2.13
r7,4429946,237301,237358,Temple University,Howard University,2.251
r7,4429947,237243,237330,Columbia University In The City Of New York,University Of New Hampshire,1.509
r7,4429948,237313,237274,University Of Kansas,University Of Illinois At Chicago,1.911
r7,4429949,237265,237314,University Of Notre Dame,University of Nevada Las Vegas,2.341
r7,4429950,237304,237294,University Of Georgia,Brandeis University,14.315
r7,4429951,237350,237366,Carleton University,University Of Oklahoma Norman Campus,2.479
r7,4429952,237251,237328,University Of Texas At Austin,University of Calgary,1.149
r7,4429953,237297,237303,State University Of New York At Binghamton,Hunter college,1.703
r7,4429954,237285,237302,University Of Colorado At Boulder,Tulane University,2.637
r7,4429955,237306,237330,North Carolina State University,University Of New Hampshire,2.056
r7,4429956,237295,237258,Michigan State University,University Of Arizona,2.85
r9,4429957,237296,237334,Purdue University Main Campus,Case Western Reserve University,9.738
r7,4429958,237249,237354,Cornell University,Southern Illinois University Carbondale,1.623
r7,4429959,237332,237296,University Of Delaware,Purdue University Main Campus,1.819
r7,4429960,237236,237326,University Of Wisconsin-Madison,University of Victoria,1.478
r7,4429961,237252,237320,London School of Economics,University of Cincinnati,1.29
r7,4429962,237306,237366,North Carolina State University,University Of Oklahoma Norman Campus,1.535
r10,4429963,237241,237322,Stanford University,University Of Missouri - Columbia,1.448
r7,4429964,237236,237319,University Of Wisconsin-Madison,University Of South Carolina Columbia,1.432
r10,4429965,237241,237356,Stanford University,University of Waterloo,1.399
r7,4429966,237264,237358,University Of Maryland College Park,Howard University,1.296
r10,4429967,237268,237357,University of Toronto,"National University of Ireland, Galway.",2.643
r7,4429968,237294,237326,Brandeis University,University of Victoria,3.339
r7,4429969,237330,237346,University Of New Hampshire,University Of Kentucky,3.077
r10,4429970,237306,237348,North Carolina State University,University of Leeds,5.152
r7,4429971,237281,237258,University Of Virginia,University Of Arizona,1.474
r10,4429972,237291,237271,Washington State University,State University Of New York At Stony Brook,1.619
r7,4429973,237305,237358,Syracuse University Main Campus,Howard University,1.665
r10,4429974,237308,237362,Australian National University,University Of Hawaii At Manoa,3.418
r7,4429975,237237,237314,Princeton University,University of Nevada Las Vegas,3.14
r10,4429976,237268,237331,University of Toronto,Bowling Green State University,1.484
r7,4429977,237323,237364,University Of Miami,University of Saskatchewan,1.702
r10,4429978,237234,237336,University Of California-Berkeley,Queen's University,1.859
r7,4429979,237310,237299,University of North Carolina at Charlotte,State University Of New York At Buffalo,2.535
r7,4429980,237244,237300,University Of Pennsylvania,Florida State University,1.392
r10,4429981,237264,237261,University Of Maryland College Park,University Of California-San Diego,4.028
r10,4429982,237262,237351,University Of California-Davis,Kent State University Main Campus,2.308
r7,4429983,237277,237341,University Of Southern California,University of South Florida,3.061
r7,4429984,237361,237358,Dalhousie University,Howard University,1.65
r10,4429985,237326,237351,University of Victoria,Kent State University Main Campus,4.295
r7,4429986,237312,237350,Northeastern University,Carleton University,1.638
r7,4429987,237238,237334,University Of Chicago,Case Western Reserve University,1.483
r7,4429988,237277,237306,University Of Southern California,North Carolina State University,2.31
r7,4429989,237269,237320,Vanderbilt University,University of Cincinnati,1.446
r8,4429990,237253,237319,Penn State University,University Of South Carolina Columbia,109.122
r7,4429991,237252,237301,London School of Economics,Temple University,1.562
r7,4429992,237245,237346,Northwestern University,University Of Kentucky,1.264
r8,4429993,237289,237305,Sciences Po (Institut Etudes Politiques de Paris),Syracuse University Main Campus,3.16
r9,4429994,237288,237269,University Of California-Santa Cruz,Vanderbilt University,60.167
r8,4429995,237324,237339,George Mason University,University Of New Mexico Main Campus,2.034
r7,4429996,237262,237302,University Of California-Davis,Tulane University,4.104
r9,4429997,237316,237259,University Of Florida,Johns Hopkins University,3.022
r8,4429998,237277,237312,University Of Southern California,Northeastern University,2.606
